dataset_name,dataset_description,trial_idx,trial_seed,trial_key,num_agents,row_count,error_count,tp,fp,fn,precision,recall,f1_score,accuracy_by_label,e2e_ms,t_inf_ms,delta_sync_ms,c_tax_ms
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",10,1052,chat_transcripts::10,3,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",12.783084999998806,11.804655000000608,11.885545000000164,0.9784299999981982
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",10,1052,chat_transcripts::10,4,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",20.885164999999972,19.59742000000091,20.02383499999958,1.2877449999990631
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",10,1052,chat_transcripts::10,5,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",21.918914999999828,19.61163500000005,21.031155000000368,2.3072799999997784
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",11,1053,chat_transcripts::11,1,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",0.5481299999996025,0.07476000000004035,0.0,0.4733699999995622
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",11,1053,chat_transcripts::11,2,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",13.402349999999785,12.306984999999315,12.396039999998365,1.09536500000047
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",11,1053,chat_transcripts::11,3,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",15.219524999999123,14.203499999999636,14.286404999998581,1.0160249999994875
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",11,1053,chat_transcripts::11,4,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",30.879565000001463,29.41951500000037,30.00387999999959,1.4600500000010896
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",11,1053,chat_transcripts::11,5,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",22.109370000000084,19.61628000000033,21.214169999999655,2.4930899999997536
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",12,1054,chat_transcripts::12,1,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",0.59277499999979,0.08406000000036329,0.0,0.5087149999994267
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",12,1054,chat_transcripts::12,2,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",14.93506499999988,13.75020999999954,13.856775000000354,1.18485500000034
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",12,1054,chat_transcripts::12,3,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",11.846615000000327,10.826215000000161,10.908174999999787,1.0204000000001656
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",12,1054,chat_transcripts::12,4,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",25.790529999999734,24.279684999999418,24.89731500000012,1.510845000000316
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",12,1054,chat_transcripts::12,5,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",21.437370000000655,19.108369999999297,20.507044999999735,2.3290000000013578
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",13,1055,chat_transcripts::13,1,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",0.5254750000009523,0.0730950000004782,0.0,0.45238000000047407
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",13,1055,chat_transcripts::13,2,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",14.246260000000177,13.175405000000495,13.27069999999999,1.070854999999682
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",13,1055,chat_transcripts::13,3,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",13.972329999998934,12.889374999999959,12.989925000000113,1.0829549999989752
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",13,1055,chat_transcripts::13,4,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",28.71836499999922,27.11191500000041,27.80636499999929,1.6064499999988158
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",13,1055,chat_transcripts::13,5,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",30.135059999999932,27.025889999999464,29.03488499999973,3.1091700000004607
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",14,1056,chat_transcripts::14,1,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",0.6357999999998754,0.08465499999879,0.0,0.5511450000010854
chat_transcripts,"Conversation-style text with names, emails, phones, and usernames.",14,1056,chat_transcripts::14,2,20,0,0,0,0,0.0,0.0,0.0,"{'overall': {'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'tp': 0, 'fp': 0, 'fn': 0}, 'per_label': {}}",14.09550500000023,12.986140000001,13.086084999999414,1.1093649999992294
